CS,Density,WC,pH,EC,F,G,Pollen_analysis,Viscosity,Purity,Price
3.91,1.78,22.28,3.48,0.73,47.73,25.42,Wildflower,3477.19,0.82,264.51
6.21,1.21,18.9,7.26,0.71,36.1,32.55,Wildflower,9515.16,0.96,310.58
3.31,1.81,20.17,6.37,0.87,30.94,38.92,Wildflower,3290.89,0.68,219.42
6.23,1.29,19.61,5.06,0.85,39.44,36.51,Wildflower,6500.82,0.99,319.27
9.99,1.76,18.2,3.44,0.79,22.17,29.41,Wildflower,5647.03,0.82,264.51
7.88,1.56,22.09,5.49,0.73,24.4,43.3,Wildflower,6013.54,0.64,204.93
1.7,1.39,19.05,4.75,0.74,43.78,29.63,Wildflower,8380.37,1,321.85
6.28,1.85,21.69,4.87,0.78,31.32,25.53,Wildflower,1705.46,1,321.85
6.72,1.65,21.37,6.37,0.89,44.67,28.04,Wildflower,1514.68,0.94,304.13
4.13,1.59,17.46,7.33,0.72,49.88,37.39,Wildflower,4324.55,0.87,280.62
8.57,1.24,12.09,6.28,0.74,34.57,35.44,Wildflower,2413.46,0.66,210.72
3.27,1.37,20.79,3.62,0.84,42.55,30.96,Wildflower,3394.52,1,321.85
5.63,1.32,24.02,3.59,0.72,48.33,21.89,Wildflower,8289.4,1,321.85
1.22,1.58,14.38,5.41,0.82,37.34,26.41,Wildflower,1975.27,0.66,210.72
6.99,1.51,17.62,5.09,0.85,33.22,21.94,Wildflower,8497.98,1,321.85
9.18,1.66,12.51,6.93,0.8,37.17,21.79,Wildflower,7239.66,0.66,211.37
3.46,1.54,24.63,4.04,0.74,26.37,39.24,Wildflower,4997.99,0.82,264.51
1.57,1.28,22.5,5.16,0.88,29.12,21.55,Wildflower,9805.32,0.61,196.23
6.79,1.55,14.98,5.99,0.88,38.2,24.24,Wildflower,4809.73,0.97,311.22
3.51,1.56,14.57,2.62,0.72,21.77,38.87,Wildflower,2060.29,0.64,204.28
3.12,1.36,13.46,5.03,0.84,23.72,27.64,Wildflower,8245.39,0.9,290.28
4.98,1.59,13.77,2.74,0.76,47.44,20.89,Wildflower,6517.74,0.95,304.78
6.61,1.34,14.14,6.97,0.82,45.1,34.01,Wildflower,8817.77,0.97,312.83
7.14,1.71,21,6.37,0.82,49.94,36.37,Wildflower,6920.65,0.97,312.83
9.72,1.67,15.62,5.07,0.72,30.4,38.9,Wildflower,8884.47,0.68,219.42
9.26,1.81,23.21,5.4,0.71,47.99,25.04,Wildflower,4110.56,0.66,212.98
7.26,1.53,23.08,6.89,0.86,23.31,21.2,Wildflower,1527.48,0.61,196.23
3.65,1.69,19.4,6.17,0.88,25.9,20.66,Wildflower,8114.21,0.64,204.93
7.72,1.83,24.74,4.13,0.84,24.23,25.19,Wildflower,6903.65,0.82,264.51
2.85,1.26,16.44,5.88,0.85,44.35,36.06,Wildflower,2921.92,0.66,212.98
3.65,1.41,21.97,5.38,0.83,42.76,34.48,Wildflower,3869.88,0.9,290.28
4.53,1.61,15.79,4.88,0.81,36.97,31.29,Wildflower,9010.75,0.84,270.95
4.89,1.61,24.86,4.67,0.79,41.2,43.04,Wildflower,1761.03,1,321.85
1.21,1.78,15.51,4.53,0.77,35.68,38.91,Wildflower,7973.02,0.84,270.95
1.16,1.32,23.85,3.95,0.79,29.34,21.49,Wildflower,2851.51,0.8,256.46
3.93,1.71,21.38,3.8,0.74,22.36,23.82,Wildflower,6781.22,0.8,256.46
6.52,1.52,24.1,2.73,0.81,42.09,27.29,Wildflower,9529.86,0.94,304.13
9.32,1.43,16.2,3.02,0.73,27.55,40.84,Wildflower,1743.48,1,321.85
9.27,1.45,18.32,5.18,0.87,25.03,42.19,Wildflower,2355.43,0.61,196.23
7.53,1.33,13.23,5.66,0.78,30.55,34.43,Wildflower,3955.9,0.68,219.42
3.42,1.27,21.45,7.01,0.86,45.17,31.55,Wildflower,2739.37,0.66,212.98
6.59,1.23,18.05,3.82,0.81,36.06,20.55,Wildflower,7957.76,1,321.85
4.74,1.33,20,3.45,0.77,32.89,37.72,Wildflower,5914.83,0.84,270.95
2.53,1.53,17.04,6.09,0.83,42,35.14,Wildflower,1887.2,0.84,271.92
1.11,1.44,22.78,4.44,0.83,29.73,31.09,Wildflower,5483.43,1,321.85
8.31,1.45,20.28,7.25,0.88,39.94,40.89,Wildflower,3289.17,0.66,211.37
6.37,1.54,15.06,5.7,0.72,37.7,39.63,Wildflower,2139.86,0.96,310.58
6.27,1.72,18.51,6.27,0.87,35.49,29.34,Wildflower,4291.94,0.99,319.27
1.77,1.72,18.92,6.99,0.82,28.94,39.88,Wildflower,4690.48,0.66,212.98
5.9,1.36,23.47,6.93,0.84,32.61,25,Wildflower,8373.23,1,321.85
9.46,1.51,21.48,3.45,0.77,20.58,34.01,Wildflower,3436.59,0.82,264.51
5.27,1.5,15.58,6.87,0.77,28.6,43.94,Wildflower,4288.51,0.95,304.78
2.31,1.75,24.63,3.17,0.71,44.72,37,Wildflower,5372.38,0.82,264.51
4.56,1.42,21.44,7,0.85,44.87,39.12,Wildflower,1985.53,0.88,281.58
2.61,1.64,17.1,6.69,0.76,26.34,28.25,Wildflower,9310.75,0.87,280.62
9.64,1.27,22.15,3.63,0.87,32.56,32.38,Wildflower,8754.77,0.84,270.95
4.67,1.73,13.99,4.54,0.89,25.88,43.7,Wildflower,4575.08,0.8,256.46
8.61,1.5,15.75,5.45,0.74,39.56,35.95,Wildflower,5139.91,0.68,219.42
1.02,1.62,23.01,5.91,0.84,42.59,24.02,Wildflower,4752.51,0.64,204.93
8.29,1.57,12.08,6.68,0.86,49.07,21.46,Wildflower,4622.35,0.64,204.93
7.04,1.74,13.02,2.94,0.86,48.39,38.69,Wildflower,9606.97,0.94,304.13
3.86,1.49,14.04,6.54,0.74,46.01,28.29,Wildflower,9181.48,0.66,212.98
6.69,1.47,16.57,5.82,0.7,40.35,30.1,Wildflower,4733.82,0.97,312.83
2.2,1.54,18.15,4.17,0.8,28.67,21.11,Wildflower,9448.94,0.8,256.46
4.95,1.58,17.56,4.06,0.7,36.78,33.08,Wildflower,3584.13,1,321.85
6.26,1.34,13.12,6.53,0.84,22.07,32.55,Wildflower,4360.98,0.97,312.83
5.96,1.36,22.14,2.64,0.85,26.55,42.14,Wildflower,6134.38,1,321.85
5.8,1.52,18.81,5.76,0.79,39.83,40.43,Wildflower,4274.01,0.97,311.22
1.15,1.83,18.64,4.07,0.7,28.9,21.3,Wildflower,5336.62,0.8,256.46
6.86,1.37,17.01,4.66,0.77,24.53,44.84,Wildflower,6082.72,1,321.85
3.63,1.59,19.46,5.46,0.86,30.87,29.04,Wildflower,8284.69,0.68,219.42
6.63,1.53,22.88,6.38,0.8,24.02,33.38,Wildflower,7885.91,0.97,312.83
9.7,1.44,24.57,2.84,0.77,37.56,36,Wildflower,3594.06,0.92,296.72
7.6,1.56,12.42,4.05,0.86,48.38,24.11,Wildflower,5820.06,0.8,256.46
7.02,1.35,16.11,6.3,0.7,25.67,41.79,Wildflower,3191.54,0.95,304.78
2.18,1.83,21.86,6.54,0.79,28.79,23.2,Wildflower,4423.74,0.64,204.93
5.45,1.76,21.36,3.26,0.88,47.61,36.58,Wildflower,3199.01,1,321.85
1.57,1.79,12.76,4.66,0.78,42.37,26.26,Wildflower,9803.62,0.8,255.81
6.34,1.67,15.04,5.48,0.88,43.94,40.65,Wildflower,7554.34,0.95,304.78
2.74,1.29,16.46,4.32,0.71,41.2,41.82,Wildflower,9576.67,0.77,247.76
2.82,1.69,17.89,3.89,0.75,40.99,36.62,Wildflower,4037.17,1,321.85
9.24,1.24,21.75,6.21,0.88,48.62,23.87,Wildflower,9537.74,0.61,196.23
8.08,1.71,16.36,2.57,0.87,20.56,23,Wildflower,8119.49,0.64,204.93
4.1,1.46,22.05,3.89,0.81,26.99,44.19,Wildflower,6274.01,0.8,256.46
9.57,1.54,12.66,4.21,0.76,28.61,36.72,Wildflower,4116.05,0.82,264.51
1.31,1.77,15.41,4.57,0.84,49.51,39.55,Wildflower,2685.92,0.82,264.51
3.05,1.27,15.48,7.29,0.87,46.1,20.55,Wildflower,3215.32,0.64,204.93
7.51,1.42,22.87,6.4,0.77,34.15,42.66,Wildflower,3938.07,0.9,288.67
1.24,1.54,16.76,6.32,0.82,25.79,25.18,Wildflower,7315.71,0.66,212.98
6.75,1.36,15.86,2.57,0.85,25.65,24.94,Wildflower,7647.91,1,321.85
9.92,1.66,13.75,6.66,0.83,27.64,39.54,Wildflower,5437.6,0.66,212.98
8.75,1.46,16.4,5.82,0.73,42.34,33.93,Wildflower,7411.11,0.66,212.98
6.62,1.24,18.37,5.56,0.81,29.86,34.76,Wildflower,5250.4,0.97,312.83
2.73,1.59,21.68,4.92,0.85,20.45,26.84,Wildflower,9725.6,0.8,255.81
8.73,1.45,13.12,5.23,0.82,28.91,37.06,Wildflower,9100.01,0.66,212.98
7.03,1.26,24.03,6.54,0.87,44.66,31.19,Wildflower,8731.18,0.97,312.83
4.47,1.86,13.03,3.45,0.77,31.87,37.26,Wildflower,2857.9,0.84,270.95
7.37,1.48,13.23,5.42,0.84,23.36,35.54,Wildflower,5553.94,0.66,212.98
6.75,1.76,21.43,3.3,0.74,27.8,27.52,Wildflower,9341.56,1,321.85
3.4,1.61,14.13,5.11,0.85,38.09,33.64,Wildflower,5637.43,0.68,219.42
3.8,1.77,21.82,7.19,0.8,35.52,33.88,Wildflower,9044.84,0.68,219.42
6.74,1.3,13.54,4.92,0.88,43.81,33.03,Wildflower,4087.67,1,321.85
4.62,1.55,13.43,4.82,0.82,28.9,35.42,Wildflower,7556.28,0.82,264.51
8.4,1.6,18.63,6.49,0.76,22.03,36.22,Wildflower,6691.6,0.66,212.98
1.47,1.46,12.94,7.06,0.82,40.12,25.46,Wildflower,6284.38,0.66,212.98
9.81,1.57,20.27,6.25,0.76,41.96,34.23,Wildflower,2189.78,0.64,204.28
5.15,1.86,23.73,3.49,0.71,25.33,32.43,Wildflower,8844.29,1,321.85
5.47,1.86,13.39,5.82,0.72,32.45,43.33,Wildflower,2173.55,0.94,302.52
2.17,1.39,18.49,4.19,0.87,26.69,20.45,Wildflower,5493.35,1,321.85
1.21,1.7,20.39,6.74,0.8,28.45,27.34,Wildflower,7772.09,0.66,212.98
5.79,1.47,21.54,7.26,0.73,43.24,27.63,Wildflower,3540.77,0.97,312.83
7.93,1.45,17.86,2.6,0.82,35.87,41.95,Wildflower,9320.61,0.87,279.01
7.37,1.71,17.63,4.34,0.74,46.75,44.77,Wildflower,7929.37,1,321.85
1.6,1.85,16.69,5.13,0.76,32.71,44.61,Wildflower,1766.44,0.63,202.67
9.57,1.62,23.6,3.34,0.79,45.7,28.07,Wildflower,7145.97,0.82,264.51
3.68,1.82,20.52,2.66,0.72,20.77,22.2,Wildflower,9336.84,0.64,204.93
4.86,1.3,22.74,5.76,0.86,43.93,43.02,Wildflower,2059.8,0.92,296.08
9.52,1.73,24.34,7.14,0.8,30.87,37.39,Wildflower,1695.43,0.66,210.72
5.77,1.37,19.25,3.78,0.8,48.22,22.39,Wildflower,3590.8,1,321.85
1.6,1.62,24.3,3.28,0.78,27.47,43.2,Wildflower,7869.07,0.8,256.46
5.54,1.85,15.87,7.4,0.77,43.81,27.25,Wildflower,1869.25,0.94,304.13
2.71,1.75,18.22,4.65,0.7,35.08,35.73,Wildflower,3489.04,0.84,270.95
6.94,1.71,16.23,3.08,0.86,48.84,39.66,Wildflower,6410.42,1,321.85
9.63,1.48,16.08,7.14,0.89,48.14,22.18,Wildflower,2244.78,0.61,196.23
4.04,1.37,23.32,6.81,0.84,30.33,22.79,Wildflower,3920.41,0.9,288.67
8.97,1.76,16.6,7.21,0.76,47.75,39.03,Wildflower,2268.91,0.64,204.28
4.6,1.41,17.55,3.98,0.84,45.08,34.3,Wildflower,7388.2,1,321.85
3.23,1.36,16.47,2.8,0.7,48.87,42.29,Wildflower,4144.99,0.88,282.23
7.57,1.81,24.74,3.83,0.8,27.68,21.61,Wildflower,9451.05,0.8,256.46
2.7,1.64,21.2,6.42,0.81,27.13,23.19,Wildflower,5721.78,0.64,204.93
1.62,1.82,14.54,7.43,0.76,24.31,21.02,Wildflower,5609.02,0.64,204.93
9.24,1.71,13.16,5.43,0.88,26.23,26.44,Wildflower,8401.06,0.66,212.98
5.69,1.72,18.91,6.56,0.83,37.9,26.02,Wildflower,6623.29,0.99,319.27
1.78,1.52,19.55,4.51,0.88,25.51,32.96,Wildflower,9330.75,0.82,264.51
1.71,1.56,21.99,3.28,0.85,28.29,40.05,Wildflower,3892.28,0.8,256.46
2.19,1.36,16.84,3.15,0.73,38.11,27.82,Wildflower,6074.13,1,321.85
2.43,1.69,22.69,2.95,0.81,26.95,43.07,Wildflower,9111.28,0.64,204.93
8.35,1.6,19.18,6.14,0.71,29.11,28.21,Wildflower,9210.98,0.66,212.98
4.23,1.65,17.2,3.47,0.85,41.91,23.33,Wildflower,8315.12,1,321.85
5.84,1.66,24.57,5.07,0.76,22.88,24.35,Wildflower,3066.75,0.95,304.78
6.4,1.33,15.69,6.5,0.81,42.16,30.56,Wildflower,6559.67,0.97,312.83
1.83,1.35,13.32,7.28,0.9,34.47,40.14,Wildflower,5870.92,0.66,211.37
9.11,1.21,16.68,7.13,0.84,33.27,25.27,Wildflower,4409.83,0.68,219.42
7.76,1.49,23.99,6.97,0.81,39.63,26.96,Wildflower,9616.84,0.66,210.72
4.92,1.33,14.98,6.98,0.77,32.96,29.28,Wildflower,4986.46,0.99,319.27
2.86,1.32,24.7,5.5,0.71,28.84,41.45,Wildflower,4081.04,0.64,204.93
9.38,1.83,18.94,7.01,0.77,38.38,30.45,Wildflower,2251.18,0.66,210.72
1.01,1.84,21.59,3.95,0.83,40.6,23.1,Wildflower,4129.66,0.8,256.46
8.69,1.85,20.08,7.04,0.89,25.42,33.07,Wildflower,5029.57,0.66,212.98
7.07,1.5,17.76,6.27,0.75,39.32,36.44,Wildflower,4344.54,1,321.85
6.54,1.71,24.76,7.29,0.79,42.33,34.42,Wildflower,6187.69,0.97,312.83
6.96,1.22,15.73,2.76,0.73,20.34,31.38,Wildflower,5107.95,0.97,312.83
5.96,1.45,20.84,5.26,0.73,23.87,20.91,Wildflower,3297.03,1,321.85
6.77,1.63,13.31,3.23,0.79,49.14,38.57,Wildflower,7071.39,1,321.85
1.11,1.35,12.28,6.27,0.85,48.99,37.74,Wildflower,7030.39,0.66,212.98
1.75,1.21,21.33,3.95,0.78,39.01,39.03,Wildflower,5729.5,0.84,270.95
4.57,1.7,12.85,6.51,0.76,39.91,20.35,Wildflower,5878.54,0.66,211.37
4.83,1.31,22.48,6.38,0.8,35.42,41.47,Wildflower,2010.75,0.94,302.52
1.23,1.4,24.88,2.72,0.72,29.92,43.72,Wildflower,7508.2,0.88,282.23
7.58,1.22,12.19,3.11,0.79,21.25,34.65,Wildflower,3329.25,0.82,264.51
7.45,1.42,18.2,4.73,0.86,20.73,27.81,Wildflower,2652.91,1,321.85
8.85,1.48,15.95,3.07,0.86,29.84,23.36,Wildflower,6634.11,0.8,256.46
3.11,1.32,24.29,4.85,0.82,28.65,29,Wildflower,1601.61,0.8,255.81
1.65,1.78,15.29,4.9,0.88,31.98,33.92,Wildflower,3507.15,0.84,270.95
9.07,1.7,20.49,6.09,0.81,44.01,40.99,Wildflower,8229.19,0.64,204.93
6.27,1.34,19.98,7.26,0.87,35.09,44.99,Wildflower,3204.91,0.97,311.22
3.06,1.38,14.75,6.26,0.71,37.01,31.1,Wildflower,4377.34,0.92,296.72
7.94,1.45,23.54,3.86,0.88,48.99,22.97,Wildflower,5110.31,0.8,256.46
6.34,1.41,17.33,6.36,0.81,32.35,32.41,Wildflower,1783.11,1,321.85
9.63,1.57,17.23,4.35,0.73,42.04,23.38,Wildflower,9380.94,1,321.85
7.91,1.61,24.48,6.21,0.7,43.55,39.21,Wildflower,3272.92,0.66,212.98
5.15,1.6,16.33,3.18,0.77,30.7,34.84,Wildflower,3684.47,1,321.85
9.17,1.25,13.21,6.67,0.81,42.74,26.15,Wildflower,6164.22,0.66,212.98
4.47,1.64,12.99,6.72,0.83,47.29,37.5,Wildflower,6833.35,0.66,212.98
9.34,1.8,15.89,4.21,0.81,47.33,23.32,Wildflower,5051.27,0.8,256.46
2.97,1.32,22.59,5.68,0.72,22.3,23.77,Wildflower,6632.6,0.64,204.93
4.02,1.44,15.49,4.42,0.8,44.46,38.49,Wildflower,2883.46,1,321.85
1.1,1.47,22.42,7.34,0.74,36.67,26.98,Wildflower,4008.91,0.68,219.42
1.2,1.22,13.32,6.81,0.74,29.18,41.38,Wildflower,1652.76,0.61,196.23
9.91,1.3,14.09,3.29,0.76,34.51,31.95,Wildflower,1620.59,0.82,262.26
4.44,1.55,21.19,5.86,0.9,34.7,41.18,Wildflower,6134.3,0.66,211.37
7.66,1.49,21.99,4.3,0.73,32.42,24.57,Wildflower,4528.54,0.82,262.9
7.26,1.42,21.55,3.29,0.81,49.68,38.67,Wildflower,5259.5,1,321.85
4.83,1.56,20.23,6.29,0.76,34.84,29.65,Wildflower,4757.12,0.99,319.27
6.71,1.28,21.75,7.47,0.86,21.56,43.85,Wildflower,7681.97,0.95,304.78
7.58,1.67,14.64,5.33,0.79,42.8,22.03,Wildflower,2375.35,0.61,196.23
4.07,1.59,23.09,4.55,0.84,36.21,35.71,Wildflower,7645.73,0.84,270.95
9.4,1.26,15.07,5.85,0.81,24.5,37.57,Wildflower,7080.22,0.66,212.98
3.85,1.39,24.1,4.81,0.7,38.97,44.53,Wildflower,1722.33,1,321.85
6.62,1.48,19.18,7.32,0.81,39.6,41.45,Wildflower,1666.67,0.94,302.52
9.1,1.7,24.13,3.97,0.8,42.95,44.65,Wildflower,9045.94,0.8,256.46
1.99,1.85,22.53,5.89,0.79,21.26,34.73,Wildflower,9158.19,0.66,212.98
9.9,1.5,21.49,6.98,0.87,32.54,22.47,Wildflower,3226.19,0.66,211.37
6.5,1.64,13.52,5.84,0.72,39.35,41.74,Wildflower,1624.12,0.94,302.52
2.39,1.21,24.42,5.52,0.75,41.2,24.1,Wildflower,8836.08,0.64,204.93
3.53,1.62,22.38,4.08,0.8,40.28,27.65,Wildflower,6481.03,0.82,264.51
4.96,1.39,14.04,6.28,0.88,48.12,34.18,Wildflower,2298.97,1,321.85
5.77,1.35,16.7,3.03,0.88,38.8,37.87,Wildflower,9914.92,1,321.85
8.6,1.6,17.39,3.17,0.72,49.31,36.75,Wildflower,9041.05,1,321.85
3.33,1.56,20.2,2.63,0.7,20.84,22.11,Wildflower,3261.21,0.64,204.93
4.08,1.28,14.43,3.65,0.78,36.11,43.98,Wildflower,5119.92,0.82,262.9
6.45,1.71,23.83,2.58,0.84,46.57,27.15,Wildflower,5246.51,0.97,312.83
5.78,1.46,23.92,5.87,0.9,34.45,27.42,Wildflower,3727.26,0.99,319.27
7.46,1.44,23.21,7.36,0.76,26.53,24.22,Wildflower,5079.55,0.88,282.23
6.37,1.62,23.79,4.01,0.8,43.62,32.61,Wildflower,2016.84,1,321.85
7.11,1.7,13.57,4.85,0.78,42.86,43.05,Wildflower,9694.85,1,321.85
5.11,1.73,14.6,5.23,0.85,37.8,42.6,Wildflower,7468.2,0.97,311.22
9.7,1.73,22.18,5.61,0.83,28.35,40.88,Wildflower,2093.6,0.61,196.23
1.6,1.55,13.29,4.27,0.84,31.43,44.73,Wildflower,5568.24,0.82,262.9
5.94,1.72,14.92,5.52,0.71,36.22,32.66,Wildflower,7337.87,0.99,319.27
4.96,1.56,23.34,2.82,0.73,45.43,36.84,Wildflower,6567.07,0.97,312.83
3.68,1.85,19.71,4.74,0.77,43,30.19,Wildflower,9489.04,0.82,264.51
7.84,1.61,16.49,5.28,0.74,24.86,36.08,Wildflower,7900.81,0.66,212.98
8.04,1.46,24.85,2.91,0.83,21.81,41.58,Wildflower,7225.95,0.64,204.93
4.08,1.3,24.11,3.28,0.71,48.02,20.99,Wildflower,4765.34,0.8,256.46
2.67,1.54,24.67,3.5,0.8,26.21,23.56,Wildflower,8703.19,0.8,256.46
8.22,1.35,17.66,4.3,0.82,44.57,25.05,Wildflower,1645.31,1,321.85
7.73,1.47,12.85,3.07,0.88,34.93,35.45,Wildflower,7632.97,0.84,270.95
7.21,1.36,13.08,6.68,0.77,32.39,39.94,Wildflower,8170.97,0.68,219.42
5.68,1.42,14.45,4.9,0.77,25.31,40.93,Wildflower,2152.67,1,321.85
7.3,1.81,13.78,7.31,0.84,21.85,36.04,Wildflower,7520.5,0.66,212.98
9.75,1.69,12.03,5.94,0.8,38.72,42.52,Wildflower,1695.73,0.63,202.67
3.12,1.35,23.1,6.54,0.9,34.34,35.68,Wildflower,9698.78,0.66,210.72
4.49,1.64,18.25,2.51,0.71,49.07,41.08,Wildflower,4209.1,0.64,204.93
3.67,1.53,18.44,2.58,0.9,37.39,21.29,Wildflower,6303.98,0.66,211.37
9.99,1.7,23.66,2.98,0.71,24.4,20.74,Wildflower,9966.66,0.61,196.23
6.13,1.61,23.89,6.84,0.79,40.38,41.69,Wildflower,9397.65,0.95,304.78
5.67,1.36,15.86,2.85,0.89,35.61,37.77,Wildflower,4903.5,1,321.85
6.46,1.77,13.83,7.23,0.71,22.37,41.25,Wildflower,5653.51,0.95,304.78
4.54,1.64,13.84,3.68,0.86,23.57,20.36,Wildflower,5354.63,0.8,256.46
3.51,1.79,20.35,7.27,0.85,42.74,25.08,Wildflower,4862.46,0.66,212.98
4.24,1.58,19.11,2.92,0.75,23.82,25.89,Wildflower,3035.27,0.66,212.98
5.42,1.58,24.76,2.6,0.73,35.41,20.48,Wildflower,5457.55,0.97,311.22
6.69,1.33,17.4,7.47,0.72,30.03,21.23,Wildflower,9652.49,1,321.85
5.06,1.58,17.39,4.83,0.83,21.39,40.68,Wildflower,6544.85,1,321.85
5.22,1.3,20.43,5.33,0.76,43.95,26.75,Wildflower,8923.65,0.97,312.83
9.91,1.55,17.57,3.21,0.87,29.95,44.67,Wildflower,3456.99,1,321.85
3.73,1.51,20.52,2.75,0.71,43.08,32.34,Wildflower,3253.93,0.66,212.98
8.54,1.5,21.07,2.63,0.75,20.32,26.67,Wildflower,7625.02,0.66,212.98
6.56,1.79,19.76,4.44,0.85,40,20.08,Wildflower,8935.62,1,321.85
2.83,1.28,17.73,6.2,0.76,44.82,32.48,Wildflower,7055.62,0.87,280.62
8.54,1.67,13.74,6.86,0.86,33.99,28.01,Wildflower,2054.74,0.66,210.72
7.38,1.29,13.4,4.64,0.88,25.14,42.15,Wildflower,9096.64,0.8,256.46
7.09,1.58,13.26,7.08,0.78,43.68,29.17,Wildflower,2705.95,0.97,312.83
1.71,1.3,24.11,4.16,0.78,38.13,31.99,Wildflower,8870.96,0.84,270.95
6.01,1.85,18.51,4.71,0.8,23.55,43.97,Wildflower,8502.23,1,321.85
7.34,1.67,22.16,5.09,0.74,21.5,33.72,Wildflower,4841.7,0.66,212.98
6.74,1.71,17.05,3.1,0.84,36.38,35.67,Wildflower,4195.15,1,321.85
7.29,1.37,21.63,4.2,0.81,48.88,37.06,Wildflower,5795.54,1,321.85
9.58,1.61,22.51,4.11,0.89,36.42,23.45,Wildflower,5790.9,0.82,262.9
4.4,1.42,20.88,6.44,0.75,24.03,20.8,Wildflower,9161.74,0.88,282.23
1.11,1.81,12.01,5.12,0.86,40.62,27.88,Wildflower,8947.5,0.66,212.98
3.42,1.55,14.36,4.71,0.75,41.39,44.02,Wildflower,1944.78,0.77,247.76
6.15,1.35,23.22,3.89,0.85,34.13,35.46,Wildflower,9913.49,1,321.85
4.3,1.64,18.66,3.24,0.84,37.18,27.67,Wildflower,9913.46,0.82,262.26
3.57,1.65,22.01,3.72,0.73,43.69,42.89,Wildflower,3780.27,0.8,256.46
4.3,1.66,20.2,5.24,0.84,35.61,23.2,Wildflower,7721.73,0.66,211.37
2.92,1.58,23.95,4.3,0.79,27.06,35.55,Wildflower,5904.42,0.82,264.51
4.55,1.73,14.12,4.48,0.77,48.13,30.81,Wildflower,3267.04,0.82,264.51
9.46,1.46,12.55,6.07,0.89,43.23,40.72,Wildflower,9937.52,0.61,196.23
7.83,1.59,20.54,4.91,0.74,31.63,32.65,Wildflower,9677.49,0.82,262.26
5.74,1.32,19.03,5.3,0.73,39.74,40.22,Wildflower,7083.96,0.97,311.22
9.94,1.25,15.51,6.83,0.89,33.11,36.85,Wildflower,5711.64,0.68,219.42
5.62,1.63,23.85,3.67,0.78,37.06,38.52,Wildflower,7858.77,1,321.85
5.26,1.59,23.03,7.12,0.86,38.46,37.93,Wildflower,6884.71,0.99,319.27
2.1,1.59,20.75,6.3,0.9,46.42,22.84,Wildflower,4180.8,0.64,204.93
2.9,1.42,13.86,6.28,0.8,32.81,30.84,Wildflower,9466.17,0.92,296.72
2.31,1.32,22.79,7.18,0.84,41.18,38.75,Wildflower,7842.58,0.66,212.98
3.04,1.29,23.25,6.3,0.77,28.68,39.82,Wildflower,4247.92,0.66,212.98
9.19,1.84,17.63,5.46,0.77,45.82,25.75,Wildflower,6994.37,0.87,280.62
1.57,1.41,17.39,3.98,0.8,24.46,32.78,Wildflower,4714.58,1,321.85
9.64,1.85,23.83,4.1,0.79,49.38,23.92,Wildflower,7549.15,0.8,256.46
4.09,1.34,15.97,3.81,0.82,47.33,30.52,Wildflower,5976.25,0.82,264.51
6.04,1.74,24.67,3.73,0.84,34.01,33.69,Wildflower,1701.88,1,321.85
1.93,1.29,14.16,7.17,0.88,31.2,43.23,Wildflower,7618.12,0.66,211.37
9.9,1.43,20.85,4.78,0.83,20.09,36.05,Wildflower,5740.3,1,321.85
5.96,1.35,18.64,4.52,0.82,42.56,27.69,Wildflower,3252.79,1,321.85
1.51,1.51,14.96,2.55,0.89,31.29,44.37,Wildflower,7031.64,0.66,211.37
7.16,1.24,17.01,2.84,0.88,39.02,44.9,Wildflower,7704.45,1,321.85
5.64,1.57,14.45,5.02,0.83,46.52,39.44,Wildflower,6839.68,0.97,312.83
7.78,1.57,20.84,3.8,0.74,25.72,42.64,Wildflower,2722.01,0.8,256.46
8.21,1.8,24.79,6.38,0.74,36.38,39.13,Wildflower,7013.46,0.68,219.42
6.84,1.61,16.46,3.61,0.79,25.55,37.09,Wildflower,2320.61,1,321.85
2.47,1.46,22.98,4.21,0.77,39.62,39.76,Wildflower,6782.64,0.84,270.95
4.84,1.61,13.3,6.01,0.76,27.73,20.22,Wildflower,4504.25,0.95,304.78
1.53,1.49,20.09,6.19,0.85,43.25,39.05,Wildflower,1733.73,0.64,204.28
3.06,1.73,22.43,4.64,0.88,49.68,29.82,Wildflower,9633.91,0.8,255.81
5.62,1.29,17.31,2.87,0.88,34.58,27.77,Wildflower,4828.25,1,321.85
3.08,1.4,15.25,4.82,0.72,38.37,44.38,Wildflower,4965.66,1,321.85
6.41,1.52,17.41,7.01,0.83,44.49,29.28,Wildflower,5281.29,1,321.85
9.69,1.32,20.36,6.69,0.7,41.57,40.46,Wildflower,3455.63,0.64,204.93
2.11,1.67,12.03,6.04,0.83,40.8,38.91,Wildflower,5092.91,0.66,212.98
8.62,1.68,23.54,3.25,0.8,24.83,37.03,Wildflower,9332.19,0.82,264.51
2.92,1.48,14.95,4.16,0.8,36.72,36.77,Wildflower,2617.94,0.84,270.95
5.17,1.35,19.49,4.32,0.88,29.7,29.26,Wildflower,8724.56,1,321.85
4.27,1.47,24.67,6.5,0.77,28.93,40.39,Wildflower,2521.93,0.64,204.93
2.84,1.44,18.21,5.59,0.84,48.09,21.8,Wildflower,4015.46,0.88,282.23
3.56,1.63,16.35,5.78,0.88,25.68,25.31,Wildflower,6732.85,0.66,212.98
1.01,1.57,23.95,3.58,0.86,29.8,23.35,Wildflower,6309.92,0.8,256.46
6.67,1.38,16.95,4.65,0.78,41.75,30.23,Wildflower,6998.25,1,321.85
